"2","0","18","1","0","北海道","hokkaido",,"1","system","2016-07-20 03:09:00","B57190","2016-11-16 09:44:00","26"
"3","2","1","2","1","札幌市","sapporo",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
"4","2","2","2","1","函館市","hakodate-shi",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
"5","2","4","2","1","旭川市","asahikawa",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
"7","0","20","1","0","青森県","aomori",,"1","system","2016-07-20 03:09:00","B57190","2016-11-16 09:44:00","27"
"8","7","1","2","1","青森市","aomori-shi",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
"9","7","7","2","1","その他地域","aomori-otherareas",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
"10","0","21","1","0","岩手県","iwate",,"1","system","2016-07-20 03:09:00","B57190","2016-11-16 09:44:00","29"
"11","10","1","2","1","盛岡市","morioka",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
"13","0","22","1","0","宮城県","miyagi",,"1","system","2016-07-20 03:09:00","B57190","2016-11-16 09:44:00","29"
"14","13","1","2","1","仙台市","sendaicity",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
"16","0","23","1","0","秋田県","akita",,"1","system","2016-07-20 03:09:00","B57190","2016-11-16 09:44:00","30"
"17","16","1","2","1","秋田市","akita-shi",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
"19","0","25","1","1","山形県","yamagata",,"1","system","2016-07-20 03:09:00","B57190","2016-11-16 09:44:00","30"
"20","0","24","1","0","福島県","fukushima",,"1","system","2016-07-20 03:09:00","B57190","2016-11-16 09:44:00","29"
"21","20","2","2","1","郡山市","koriyama",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
"22","20","3","2","1","いわき市","iwakicity",,"1","system","2016-07-20 03:09:00","system","2016-07-20 03:09:00","1"
